Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/packages/1425_Network Manager,8,Eager Action,multiple actions,action,"[Select, and click]",Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,8,Eager Action,multiple actions,action,"[Verify, properly export]",Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Please ensure you have an OpenVPN server to connect to.
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,8,Unverified Action,,action,,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,8,Misplaced Verification,verification performed,action,Verify,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,8,Ambiguous Test,adverb of manner,action,properly,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,8,Ambiguous Test,adverb of manner,verification,properly,Does the profile import properly?
../testcases/packages/1425_Network Manager,8,Ambiguous Test,verb + indefinite determiner,action,have an,Please ensure you have an OpenVPN server to connect to.
../testcases/packages/1425_Network Manager,8,Ambiguous Test,verb + indefinite determiner,action,Select a,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,8,Ambiguous Test,verb + indefinite determiner,action,export a,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,9,Conditional Test Logic,dependent clause,action,When,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,9,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,9,Eager Action,multiple actions,action,"[Install, , make]","Install the network-manager-pptp package, make sure both network-manager-pptp and network-manager-pptp-gnome get installed."
../testcases/packages/1425_Network Manager,9,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,9,Eager Action,multiple actions,action,"[Click, then select]","Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,"Install the network-manager-pptp package, make sure both network-manager-pptp and network-manager-pptp-gnome get installed."
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,"Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Create settings for your VPN connection
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,Click on the NetworkManager icon
../testcases/packages/1425_Network Manager,9,Unverified Action,,action,,"Click on your VPN profile under ""VPN Connections"""
../testcases/packages/1425_Network Manager,9,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,9,Ambiguous Test,verb + indefinite determiner,verification,see a,"The NetworkManager icon will ""swirl"", then you should see a small lock at the bottom right corner of the normal connection icon (half-circles or arrows)."
../testcases/packages/1425_Network Manager,10,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,10,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,10,Eager Action,multiple actions,action,"[Select, and click]",Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,10,Eager Action,multiple actions,action,"[Verify, properly export]",Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,10,Unverified Action,,action,,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,10,Misplaced Verification,verification performed,action,Verify,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,10,Ambiguous Test,adverb of manner,action,properly,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,10,Ambiguous Test,adverb of manner,verification,properly,Does the profile import properly?
../testcases/packages/1425_Network Manager,10,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a PPTP VPN gateway to connect to.
../testcases/packages/1425_Network Manager,10,Ambiguous Test,verb + indefinite determiner,action,Select a,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,10,Ambiguous Test,verb + indefinite determiner,action,export a,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,11,Conditional Test Logic,dependent clause,action,When,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,11,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a Cisco AnyConnect VPN gateway to connect to.
../testcases/packages/1425_Network Manager,11,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,11,Eager Action,multiple actions,action,"[Click, then select]","Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Please ensure you have a Cisco AnyConnect VPN gateway to connect to.
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,"Install the network-manager-openconnect package, make sure both network-manager-openconnect and network-manager-openconnect-gnome get installed."
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,"Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Create settings for your VPN connection
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,Click on the NetworkManager icon
../testcases/packages/1425_Network Manager,11,Unverified Action,,action,,"Click on your VPN profile under ""VPN Connections"""
../testcases/packages/1425_Network Manager,11,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a Cisco AnyConnect VPN gateway to connect to.
../testcases/packages/1425_Network Manager,11,Ambiguous Test,verb + indefinite determiner,verification,see a,"The NetworkManager icon will ""swirl"", then you should see a small lock at the bottom right corner of the normal connection icon (half-circles or arrows)."
